Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,40.73094,-73.95484,Private room,100,30,7,1,362,0
Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,195,30,291,1,92,14
Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,596,2,236,1,21,10
"Perfect for Your Parents: 1000sqft, Privacy, Patio",17571,Jane,Brooklyn,Fort Greene,40.691235,-73.9727,Private room,205,2,323,2,307,36
"Sunny, Clean Zen Home w pr.Bath",128669,Alex,Manhattan,Upper West Side,40.78763,-73.96862,Entire home/apt,139,120,20,1,0,0
Sweet and Spacious Brooklyn Loft,21207,Chaya,Brooklyn,Williamsburg,40.71778,-73.9568,Entire home/apt,395,30,9,1,365,0
Lg Rm in Historic Prospect Heights,62165,Michael,Brooklyn,Prospect Heights,40.67376,-73.96611,Private room,95,90,9,1,174,0
"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,160,30,63,1,67,5
"Private Bedroom/Bathroom, Elevator Apartment",157798,Irene,Manhattan,East Harlem,40.79128,-73.94125,Private room,82,7,73,1,267,37
"All That Jazz: Bed, Book & Beyond",361855,Kurt,Manhattan,Washington Heights,40.83403,-73.93951,Entire home/apt,332,4,40,2,309,5
"Maison des Sirenes1,bohemian, luminous apartment",25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839,Entire home/apt,127,2,173,2,288,27
Midtown Pied-a-terre,30193,Tommi,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,175,30,58,1,0,0
"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,40.73271,-74.00367,Entire home/apt,200,45,143,1,186,5
Great location in Williamsburg,159370,Viviana,Brooklyn,Williamsburg,40.71371,-73.96203,Entire home/apt,150,6,29,1,33,2
Luxury Brownstone in Boerum Hill,165789,Sarah,Brooklyn,Boerum Hill,40.68442,-73.98068,Entire home/apt,900,3,42,1,212,12
Spacious 1 bedroom in luxe building,32045,Teri,Manhattan,Harlem,40.81317,-73.95465,Private room,55,30,98,1,190,0
Large B&B Style rooms,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,90,30,82,5,241,3
Bright and lovely 1-bdrm LES apt w/ balcony,363834,Jennifer,Manhattan,Chinatown,40.7159,-73.99156,Entire home/apt,107,15,60,1,26,4
Beautiful One Bed West Village - Monthy Special,364955,Ruperto,Manhattan,Greenwich Village,40.72997,-74.00196,Entire home/apt,200,30,45,1,202,2
Spectacular West Harlem Garden Apt,166532,Matthew,Manhattan,Harlem,40.81801,-73.94669,Entire home/apt,99,7,156,1,74,2
“Work-from-home” from OUR home.,168525,Gus,Brooklyn,Williamsburg,40.71065,-73.950874,Private room,150,4,251,2,14,14
Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,229,1,50,1,0,0
Condo Apartment with Laundry and Assigned Parking,369015,Thai,Bronx,Kingsbridge,40.87069,-73.90113,Entire home/apt,90,30,15,2,362,2
"Lovely Room 2 in BEST AREA; Legal Rental, Spotless",9744,Laurie,Brooklyn,South Slope,40.66692,-73.98981,Private room,124,4,222,3,163,21
HUGE Artist Loft! Comfy! Light! Plants!,2556219,Erica,Brooklyn,Bushwick,40.70458,-73.91835,Entire home/apt,98,2,81,1,4,7
1 br in a 2 br apt (Midtown West),169927,Hubert,Manhattan,Hell's Kitchen,40.76203,-73.98869,Private room,139,30,44,2,187,0
Country space in the city,45445,Harriet,Brooklyn,Flatbush,40.63702,-73.96327,Private room,150,30,0,1,0,0
"A Lovely, Private place from July 13/2023 on",110506,Myung,Queens,Sunnyside,40.74523,-73.92318,Private room,78,30,30,1,144,1
ENJOY Downtown NYC!,46978,Edward,Manhattan,East Village,40.72296,-73.98383,Private room,60,7,291,2,43,24
1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,110,30,37,1,0,0
"Private, Large & Sunny 1BR w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,135,30,337,2,0,0
"Private, Cozy 1-BR Railroad Flat in Greenpoint",340692,Vanessa,Brooklyn,Greenpoint,40.72744,-73.953,Private room,85,10,36,1,0,1
"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,Orestes,Queens,Long Island City,40.74757,-73.94571,Private room,164,3,355,1,94,40
Beautiful Lower East Side Loft,184755,Koray,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,750,5,73,1,114,8
Charming Brownstone 3 - Near PRATT,50148,Adreinne,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,125,30,74,1,156,2
Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,40.80834,-73.94075,Entire home/apt,80,30,40,2,310,4
House On Henry (Carroll Gardens Living) Ste 2,11481,Annette,Brooklyn,Carroll Gardens,40.67813,-74.00062,Entire home/apt,202,4,200,3,331,22
Luxury HiRise XL 1BR Skyline views,391553,James,Manhattan,Hell's Kitchen,40.75523,-73.99792,Entire home/apt,299,30,52,1,365,0
New York room with a view,185978,Newyorkroomwithaview,Staten Island,St. George,40.64633,-74.08156,Private room,70,5,183,1,237,7
One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77507,-73.93367,Entire home/apt,115,7,253,1,243,21
Deluxe Harlem 2 Bedroom,394640,Keith,Manhattan,Harlem,40.80874,-73.94926,Entire home/apt,149,30,47,1,90,0
Blue Room for 2 in Brownstone for $1350 monthly,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,94,1,187,4,204,31
Greenpoint Place...Has It All!,56246,Jeanne,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,129,30,179,1,278,0
Studio 3 blocks from Empire State Building,188082,Thomas,Manhattan,Midtown,40.7449,-73.98499,Entire home/apt,185,30,4,1,364,0
Private Bliss Art Space 2,7356,Garon,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976,Private room,70,30,60,2,363,1
"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,75,30,3,1,0,0
BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,110,30,232,2,365,1
Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,175,3,377,1,134,55
* Nolita One Bedroom in Doorman Elevator Bldg *,60049,Ted,Manhattan,Lower East Side,40.72136,-73.99367,Entire home/apt,199,30,33,1,158,3
"Very, very cozy place",60252,Cristina,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,85,5,52,1,129,3
Creative South Williamsburg Studio,198411,Anastasia,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,107,30,127,1,132,3
Sunny & Spacious Chelsea Apartment,60278,Petra,Manhattan,Chelsea,40.74493,-73.99521,Entire home/apt,400,90,5,1,118,0
Large Room - Deck Access in Clinton Hill Best Area,63613,Patricia,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,55,30,31,2,192,2
Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,179,1,47,30,136,9
Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.7226,-73.98545,Private room,56,2,222,1,75,24
Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,100,30,18,1,0,0
Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,429,1,11,30,216,1
Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,349,1,10,30,216,3
"Sunny, Modern room in East Village!",64442,Reka,Manhattan,East Village,40.72489,-73.9781,Private room,105,1,492,2,135,49
"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,65,2,368,3,194,70
Large WFH Room in Amazing E. Village Apt (Room A),4396,Casey,Manhattan,East Village,40.72281,-73.98501,Private room,136,2,173,2,14,29
Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,Brooklyn,Park Slope,40.67407,-73.98105,Entire home/apt,160,30,37,2,33,0
Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,349,1,2,30,216,0
Amazing West Village Apt,203444,Dana,Manhattan,West Village,40.73948,-74.00504,Private room,64,30,25,1,57,0
Beautiful Queens Brownstone! - 5BR,204539,Mark,Queens,Ridgewood,40.70309,-73.89963,Entire home/apt,425,30,13,9,365,0
"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,125,30,279,1,335,4
SpaHa Loft: Enormous and Bright,65837,Robin,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,250,5,272,1,39,33
Room in Beautiful Townhouse.,204586,L,Bronx,Mott Haven,40.80635,-73.92201,Private room,60,30,0,1,83,0
Lovely EV Artist's Home,66035,Anna,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,220,30,53,1,125,0
BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,150,30,77,1,192,4
Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,75,31,136,2,24,5
Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,73,30,256,1,331,6
Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,120,3,69,3,278,11
Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,179,1,26,30,141,7
"HARLEM, NYC,STILL WELCOMES YOU!! xx",68428,Tye And Etienne,Manhattan,Washington Heights,40.83253,-73.94108,Private room,85,2,65,2,363,5
B and B Style Rooms for Rent w bath,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,104,30,25,5,264,3
Manhattan Room,69942,Victoria,Manhattan,Upper East Side,40.76967,-73.94831,Private room,200,30,148,1,365,0
Lovely Home & Garden; BEST AREA; Legal; Spotless,9744,Laurie,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,154,5,234,3,161,29
Beautiful Meatpacking District Loft,71876,DAVID And RICK,Manhattan,Chelsea,40.74261,-74.00353,Private room,195,4,235,1,233,32
MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,327900,T,Manhattan,Lower East Side,40.71985,-73.98781,Entire home/apt,166,30,167,1,0,1
1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77449,-73.95308,Private room,130,14,0,2,0,0
wonderful sleep 4,209460,Marylyn Palmer,Brooklyn,Crown Heights,40.67823,-73.94719,Entire home/apt,150,30,240,4,365,2
Cozy Studio in Great Location!,70857,Fabian,Manhattan,Kips Bay,40.73808,-73.98001,Private room,95,30,1,1,0,0
2 bedroom Williamsburg Apt - Bedford L stop,74857,Starlee,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,105,30,61,1,237,0
Sunny 2BR near subway & shops,244071,Litza,Queens,Ditmars Steinway,40.77868,-73.90652,Entire home/apt,169,3,54,1,11,34
Charming 1 bed GR8 WBurg LOCATION!,79402,Christiana,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,80,30,168,1,0,0
"Sunny, Authentic, Artsy, Downtown NYC East Village",496426,Mike,Manhattan,Lower East Side,40.71974,-73.98393,Entire home/apt,429,21,81,1,179,0
cozy studio with parking spot,204539,Mark,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,130,30,33,9,365,0
MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,129,2,150,2,287,29
Light-filled classic Central Park,42032,Dana,Manhattan,Upper West Side,40.79936,-73.96155,Private room,88,30,85,1,365,0
Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70422,-73.89778,Entire home/apt,193,30,6,9,365,0
3 floors of luxury!,204539,Mark,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,350,30,16,9,365,0
"Upper Manhattan, New York",82685,Elliott,Manhattan,Harlem,40.82782,-73.9473,Private room,99,30,3,1,0,0
Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80255,-73.95803,Private room,200,30,0,1,365,0
COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,Manhattan,Chelsea,40.74187,-74.00223,Private room,85,30,36,2,364,0
House On Henry (Carroll Gardens Living) Ste 3,11481,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,171,3,298,3,351,22
private West Village design townhouse,93790,Ann,Manhattan,West Village,40.72961,-74.00308,Entire home/apt,650,5,59,2,88,7
Large Sunny 1BR (Conv 2BR) Apt in Crown Heights Bk,503800,Peace,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,100,1,44,1,79,22
"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,135,30,145,1,352,22
Groovy NYC Chelsea Pad,520279,Peter Michael,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,150,30,19,1,217,0
Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,Kathleen R.,Brooklyn,Park Slope,40.67908,-73.97405,Private room,95,2,154,3,278,35
City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,40.81182,-73.94631,Entire home/apt,161,3,122,4,306,0
Sunny Bklyn Jewel  Fort Greene,522164,Wanda,Brooklyn,Fort Greene,40.6867,-73.97469,Entire home/apt,125,30,30,1,153,5
Beautiful Duplex Apartment,97797,Brandon,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,220,30,93,1,261,1
(H) Great Deal/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,30,62,3,0,0
Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,125,5,277,1,169,28
"Modern Brooklyn Apt., August sublet",105538,Erik,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,83,30,29,1,0,0
Large Modern Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,130,30,117,1,68,7
Work From Our Home w/ Loft,168525,Gus,Brooklyn,Williamsburg,40.71065,-73.95087,Private room,129,5,98,2,16,5
"1,800 sq foot in luxury building",107628,Dena,Manhattan,Harlem,40.8104,-73.94309,Private room,100,1,190,1,0,0
Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,85,3,43,1,3,5
Colorful Artistic Williamsburg Apt w/ 3 Bedrooms,530032,Lee And Tara,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,175,60,38,1,0,0
City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81201,-73.94452,Private room,74,3,253,4,45,33
Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40.772472,-73.906075,Entire home/apt,149,3,126,1,267,49
Equipped+Cozy+Super Dedicated Workspace PRIME WBG,465278,Ade,Brooklyn,Williamsburg,40.71551,-73.96274,Entire home/apt,335,7,146,1,365,5
2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,599,1,9,30,66,0
Park Slope Green Guest House,42273,Dani,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,90,30,479,3,64,2
"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Entire home/apt,249,5,281,1,141,25
Sugar Hill Rest Stop,119510,Emma,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,190,2,246,1,289,27
Clean&Serene in Scenic Fort Greene,220001,Gordon,Brooklyn,Fort Greene,40.693047,-73.971985,Entire home/apt,375,1,281,1,0,1
"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,250,4,129,1,0,12
surf/stay regular,547386,Michelle,Queens,Rockaway Beach,40.58603,-73.8145,Private room,114,2,17,1,89,0
East Village Sanctuary,120223,Jen,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,100,30,25,1,0,0
Stylish Large SPARKLING Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,350,2,180,1,58,28
Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,40.82772,-73.95284,Private room,82,5,452,2,226,23
The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,165,3,356,2,109,41
Sunny Top Floor Fort Greene Two Bedroom,553964,Justine,Brooklyn,Clinton Hill,40.68615,-73.96769,Entire home/apt,225,7,12,1,34,0
Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,225,3,328,2,87,23
Garden studio in the Upper East Sid,124352,Lisa,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,150,30,21,1,365,0
B & B Room 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,90,30,71,5,299,2
Private Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40.8238,-73.94444,Private room,65,29,646,2,5,53
Cozy apartment in a brownstone,732535,William,Manhattan,Harlem,40.80494,-73.94998,Entire home/apt,300,2,323,1,246,50
South Slope Green,277394,Linda,Brooklyn,Windsor Terrace,40.65912,-73.9842,Private room,139,2,25,1,64,0
Cozy Private Room in West Harlem!,573316,Kelli,Manhattan,Harlem,40.8069,-73.95372,Private room,90,30,1,1,0,0
ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Carol,Brooklyn,Fort Greene,40.69132,-73.97306,Private room,95,30,177,2,365,0
"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,180,30,59,1,365,2
Rm in Beautiful Luxury Apt. Bldg,575906,San,Brooklyn,Fort Greene,40.6905,-73.97867,Private room,90,30,0,1,0,0
Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67582,-73.9518,Private room,60,30,273,2,364,2
Williamsburg 1300 sq ft 3 bedroom,132701,Lauren,Brooklyn,Williamsburg,40.7167,-73.95014,Entire home/apt,398,3,82,1,40,5
Private E. Village Townhouse Stay,739499,Donna,Manhattan,East Village,40.72752,-73.98581,Private room,199,3,225,1,3,28
Convenient 3BR w/6 beds!!,204539,Mark,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,215,30,4,9,365,2
"Artistic, Cozy, and Spacious w/ Patio! Sleeps 4",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,300,7,63,1,50,24
Sun-Drenched Hamilton Hts Jewel,567187,Jane,Manhattan,Harlem,40.82402,-73.95263,Private room,65,30,34,1,151,0
"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,Tribeca,40.72012,-74.00397,Entire home/apt,500,30,110,1,156,2
1 BDRM Apt-Weekend Sublease,585166,Lilly,Queens,Astoria,40.76406,-73.92266,Entire home/apt,110,5,39,1,43,5
Harlem/Hamilton Heights Cozy Room,745069,Kimberly,Manhattan,Harlem,40.8241,-73.94415,Private room,75,30,38,2,365,0
Sunny East Village Apartment with rooftop,128806,Sue,Manhattan,East Village,40.7253,-73.98028,Entire home/apt,195,31,38,1,62,1
Brownstone Duplex in Park Slope w/ Garden,745764,Doron,Brooklyn,Park Slope,40.67275,-73.97873,Entire home/apt,625,4,16,1,191,2
Beautiful Harlem Studio Apartment - private access,497672,Cynthia And  Charlie,Manhattan,Harlem,40.80384,-73.95123,Entire home/apt,78,30,174,1,34,2
Style in Stuyvesant Heights,2248897,Roberta,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,120,30,90,1,151,3
Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,250,30,10,1,0,0
Spacious Brooklyn Loft,262812,Vikram,Brooklyn,Williamsburg,40.71983,-73.95992,Entire home/apt,200,30,57,1,88,0
SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40.792667,-73.94653,Entire home/apt,135,30,193,4,137,2
Large  Loft Style  Studio  Space,757166,Tokunbo,Brooklyn,Bedford-Stuyvesant,40.68096,-73.94062,Entire home/apt,65,30,92,1,304,0
City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40.81006,-73.94559,Private room,111,3,257,4,35,38
Hancock Town House!-Stuyvesant Mews,758441,Fred,Brooklyn,Bedford-Stuyvesant,40.68511,-73.91927,Private room,165,30,27,4,365,0
"Park Slope Apt:, Spacious 2 bedroom",611716,Elizabeth,Brooklyn,Park Slope,40.6755,-73.98137,Entire home/apt,165,2,28,2,33,1
Private Room/bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,40.81562,-73.94674,Private room,125,30,3,1,0,0
NYC Studio for Rent in Townhouse,617990,Christopher,Manhattan,Harlem,40.80617,-73.94757,Entire home/apt,102,3,237,1,66,31
Entire Apartment in Heart of Williamsburg,573065,Laura,Brooklyn,Williamsburg,40.71596,-73.96017,Entire home/apt,135,30,145,2,7,3
Cute place in the heart of Williamsburg Brooklyn,573065,Laura,Brooklyn,Williamsburg,40.71391,-73.96059,Private room,105,5,11,2,0,4
"Bright, High Ceiling, Spacious & Cozy 1BR - Enjoy!",292630,Mich,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,130,30,165,4,334,2
Purple Room for 2/3 in brownstone $1450 per month,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,Private room,81,2,76,4,1,0
Authentic New York City Living,622855,Desmond,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,Private room,99,3,73,2,271,18
"Bright and spacious, garden below!",293394,Rachel,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,211,30,4,1,0,0
The Art Room for two in Brownstone for $1250/mo,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,Private room,70,1,62,4,2,10
"Quiet, clean midtown apt w. elevato",23619,Anna/Fonzy,Manhattan,Midtown,40.75743,-73.96825,Entire home/apt,110,200,92,1,0,0
"Chelsea living, 2BR best location",759883,Kaye,Manhattan,Chelsea,40.74389,-74.00068,Private room,150,30,27,2,363,0
"Massive Duplex, 2BR & 2BTH East Village 9+ Guests",627217,Seith,Manhattan,East Village,40.72761,-73.98951,Entire home/apt,477,2,543,3,140,57
Smallest House In The Village,306545,Olivia,Manhattan,East Village,40.72297,-73.98265,Entire home/apt,95,4,228,1,202,22
Beautiful Landmarked Duplex,306739,Maya,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,315,3,158,2,100,12
Gorgeous Upper West Side Apartment,620288,Eric,Manhattan,Upper West Side,40.79907,-73.96517,Private room,85,30,3,1,0,0
Prime Williamsburg 3 BR with Deck,776490,Andres,Brooklyn,Williamsburg,40.71174,-73.95798,Entire home/apt,650,6,51,1,100,8
LL3,295128,Carol Gloria,Bronx,Clason Point,40.81161,-73.85499,Private room,89,30,0,6,0,0
DOMINIQUE'S mini guest suite Efficiency pad* Metro,310670,Vie,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,97,2,56,7,364,5
Beautiful Brooklyn Oasis,776645,Placid,Brooklyn,Crown Heights,40.67188,-73.95097,Entire home/apt,150,7,28,1,101,0
☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 5,627217,Seith,Manhattan,East Village,40.72641,-73.98711,Entire home/apt,189,2,436,3,233,49
"Luxe, Spacious 2BR 2BA Nr Trains",23276,Katharine,Brooklyn,Gowanus,40.66895,-73.99136,Entire home/apt,260,30,3,1,90,0
"Private, Large & Sunny Top Floor Apt  w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,135,30,268,2,0,0
Prime East Village 1 Bedroom,146944,David,Manhattan,East Village,40.72863,-73.9842,Entire home/apt,200,30,0,1,0,0
Forest Hills 1 BR / 20 mins to city / ⭐️⭐️⭐️⭐️⭐️ BED,85330,Jean,Queens,Forest Hills,40.7106,-73.85246,Entire home/apt,120,5,83,3,102,26
